,TimeToRun-fold0,TimeToRun-fold1,TimeToRun-fold2,TimeToRun-fold3,TimeToRun-fold4,rocAUC-fold0,rocAUC-fold1,rocAUC-fold2,rocAUC-fold3,rocAUC-fold4,F1score-fold0,F1score-fold1,F1score-fold2,F1score-fold3,F1score-fold4,Accuracy-fold0,Accuracy-fold1,Accuracy-fold2,Accuracy-fold3,Accuracy-fold4
"('RBF', '1', '10', 'Balanced')",113.19404482841492,127.03148818016052,115.53244495391846,129.76747465133667,121.09273838996887,0.9767745713447201,0.984158010212518,0.9841294716351703,0.9718209994311778,0.9807128461736471,0.96027271535335,0.9527537796976241,0.9390828199863108,0.9497400346620452,0.9513673716826081,0.9394,0.93,0.911,0.9246,0.9278
"('RBF', '1', '10', 'None')",94.68549394607544,96.4658796787262,96.05368328094482,98.5416407585144,89.60815477371216,0.9761740954085472,0.9849203929299883,0.9841523114830615,0.9720621305747225,0.9803309867176591,0.966149147365742,0.9677930306230201,0.9633355393778954,0.953309389430477,0.9685747815882122,0.9468,0.9512,0.9446,0.9272,0.9518
"('RBF', '1', '1', 'Balanced')",17.70166301727295,18.71330213546753,16.915891647338867,19.36650824546814,17.07165002822876,0.9834299799467154,0.9838347042984878,0.9824458808673533,0.9835096770432552,0.9835183808262157,0.962914427991089,0.9497297297297297,0.9418810398802232,0.9607531158843808,0.955614973262032,0.9434,0.9256,0.9146,0.9408,0.9336
"('RBF', '1', '1', 'None')",16.635955572128296,15.724446058273315,16.155543327331543,16.8471360206604,16.976943969726562,0.9823724458294415,0.9838618521233301,0.9820071748781574,0.9828602569945697,0.9824860373527162,0.9661946676872051,0.9632275132275132,0.9570650006646285,0.9533520265103237,0.965894298359802,0.947,0.9444,0.9354,0.9268,0.9476
"('RBF', '1', 'auto', 'Balanced')",21.29406237602234,19.588793754577637,18.965032815933228,18.017849445343018,18.193532705307007,0.9789299615040169,0.9775182355977984,0.9763740995220366,0.9797937842927349,0.9794699530646968,0.9533678756476685,0.938703071672355,0.9376109215017066,0.9531777088112265,0.9487144972405438,0.9298,0.9102,0.9086,0.9306,0.9238
"('RBF', '100000', '1', 'None')",1258.8478105068207,1149.7288661003113,1168.67431974411,1626.0235452651978,1324.1582131385803,0.9748010880504832,0.9833236072324498,0.9819757418201687,0.9611206945283546,0.981064883370301,0.9628968506948872,0.9673668912670101,0.9599893659444371,0.9425553838227718,0.9666319082377477,0.9418,0.9506,0.9398,0.9108,0.9488
"('RBF', '1', 'auto', 'None')",18.6662700176239,17.614869832992554,18.393884658813477,18.327211141586304,19.459184169769287,0.9789230884486619,0.979087649108306,0.9780208299412767,0.9796619571016214,0.9792824988631667,0.9594383775351015,0.9539693128752502,0.9515547844655011,0.957897489539749,0.9581089954038082,0.9376,0.931,0.9274,0.9356,0.9362
"('RBF', '1', 'scale', 'Balanced')",18.981700897216797,19.239802360534668,21.93660545349121,19.447223663330078,19.590330362319946,0.9834059242529734,0.9845187846120744,0.983044918066003,0.9833109425842899,0.9839004645097176,0.9637292130417704,0.9493037717993781,0.9424254797876684,0.9601060304837641,0.9555793417179556,0.9446,0.925,0.9154,0.9398,0.9336
"('RBF', '1', 'scale', 'None')",19.98304295539856,18.779967308044434,17.40787649154663,18.95183491706848,17.786874532699585,0.9789242339578879,0.9840404444255979,0.9826175189321987,0.9792735416423769,0.9814561603818684,0.9656050955414013,0.9637949260042283,0.9584715404006898,0.9537284894837476,0.9669270833333334,0.946,0.9452,0.9374,0.9274,0.9492
"('RBF', '100000', '2', 'None')",1210.6938245296478,2523.830668449402,1965.8455729484558,1810.3926548957825,2142.0323309898376,0.9736812382313246,0.9824829221110957,0.9820467488720281,0.9613342236637095,0.9803742626278209,0.9621346886912325,0.9671633917974416,0.9616761702691952,0.9425198870926353,0.9657507487954161,0.9404,0.9502,0.9422,0.9104,0.9474
"('RBF', '10000', 'scale', 'None')",737.8372573852539,668.8392984867096,764.5049171447754,676.9099550247192,591.0049586296082,0.9749962828225623,0.9848591420524518,0.9835399321950495,0.9727400358958598,0.9794300405672418,0.9621676891615543,0.9672650475184793,0.9612629344653754,0.9517453798767967,0.9657247514390372,0.9408,0.9504,0.9416,0.9248,0.9476
"('RBF', '10000', '0.5', 'None')",71.95662069320679,61.2015426158905,62.016743659973145,67.05532097816467,58.57501816749573,0.9760038727375907,0.9848557766196202,0.9841249488930136,0.9716620118640055,0.9803825590458312,0.965771726682784,0.9676567656765677,0.9631983055334923,0.9529306143388482,0.9683139913939236,0.9462,0.951,0.9444,0.9266,0.9514
"('RBF', '10000', '1', 'None')",346.033575296402,352.2772068977356,480.36504673957825,318.9938168525696,337.3786759376526,0.975465712503302,0.9852183459166866,0.9836973236221014,0.965728021735367,0.9804186596755516,0.964795918367347,0.9680485872722472,0.9629040805511394,0.948974358974359,0.968305725838007,0.9448,0.9516,0.944,0.9204,0.9514
"('RBF', '10000', '2', 'None')",946.5773935317993,1772.9561176300049,1339.9175198078156,1020.2328155040741,953.1482412815094,0.9716617054662096,0.9840736500295374,0.9823748738154938,0.9552779014347745,0.9817925016525568,0.9608595548733693,0.9683210137275606,0.9609665427509295,0.9390291262135921,0.9675316208110576,0.9388,0.952,0.9412,0.9058,0.9502
"('RBF', '1000', '2', 'None')",321.3936057090759,331.2383041381836,403.8055944442749,406.23391342163086,312.24576354026794,0.9751218306337118,0.9852288909395592,0.9838490616214574,0.9659561247310462,0.9799755861082982,0.9653767820773931,0.9677930306230201,0.9631788079470198,0.9494173389678576,0.9686765857478465,0.9456,0.9512,0.9444,0.921,0.952
"('RBF', '1000', 'scale', 'None')",131.97456002235413,186.3527865409851,156.70882511138916,194.38982892036438,161.81450033187866,0.9748810445944451,0.9850321253000004,0.9838207944829782,0.9707546786507962,0.9813904617203273,0.965877259994907,0.9677845260100343,0.9631983055334923,0.9541661317242265,0.9697601668404588,0.9464,0.9512,0.9444,0.9286,0.9536
"('RBF', '0.1', '0.5', 'None')",18.63255548477173,17.520758628845215,15.688207387924194,16.154611587524414,16.748811721801758,0.9800530187490076,0.9803324105316511,0.9790133457075558,0.98091707561802,0.9806202402104509,0.9636903992763922,0.9575741454980716,0.9549813532232285,0.9591520165460187,0.9611713949535887,0.9438,0.9362,0.9324,0.9368,0.9406
"('RBF', '0.1', '2', 'None')",16.65053391456604,16.580631494522095,17.276507139205933,16.41733431816101,15.529929399490356,0.9823751950515835,0.9836850547185724,0.9818773721782612,0.982900445518494,0.9823819957863166,0.9660541092394079,0.9628159322482466,0.9569377990430622,0.9532305339620236,0.9655082650006508,0.9468,0.9438,0.9352,0.9266,0.947
"('RBF', '1000', '0.5', 'None')",31.046982049942017,31.247478485107422,30.937062740325928,32.74911618232727,30.15049457550049,0.9763841818005617,0.9851669669754564,0.9843682724210421,0.9713901872873542,0.9801525016166803,0.964867617107943,0.9672564034856086,0.9622566547477156,0.953125,0.9685141816289358,0.9448,0.9504,0.943,0.9268,0.9516
"('RBF', '100', '0.5', 'None')",20.29150915145874,18.34316396713257,18.977442502975464,20.183351278305054,19.35439658164978,0.977228880303679,0.9846157090776267,0.9839544415137074,0.9748099656940161,0.9796849872504236,0.9659206510681588,0.9664907651715039,0.9606361829025845,0.9535714285714286,0.9668184775536759,0.9464,0.9492,0.9406,0.9272,0.949
"('RBF', '100', '2', 'None')",36.92948913574219,33.000457525253296,34.707775354385376,36.95054221153259,32.89088702201843,0.9763582932920584,0.984965489729933,0.9842280674141857,0.9725682409968873,0.9804556572153275,0.9662892761735149,0.967409948542024,0.9630610353501919,0.953076923076923,0.9691205211726384,0.947,0.9506,0.9442,0.9268,0.9526
"('RBF', '10', '0.5', 'None')",19.19673776626587,15.714144945144653,16.639721870422363,16.77861785888672,16.645766735076904,0.9823671764870027,0.9839594496754488,0.9821439878283964,0.9827776717860663,0.982455990865868,0.9668198060234814,0.9631001190318741,0.9572263549415515,0.9534735500318675,0.9661634565330557,0.948,0.9442,0.9356,0.927,0.948
"('RBF', '10', '2', 'None')",27.555672883987427,26.84821128845215,24.582398653030396,27.252878427505493,27.438891887664795,0.9765159153615307,0.9851270305058537,0.9848153454832278,0.9703260746676277,0.9797941860496403,0.9661232806928172,0.9672477548864237,0.9617066383993639,0.9536847492323439,0.9680104031209363,0.9468,0.9504,0.9422,0.9276,0.9508
