,TimeToRun-fold0,TimeToRun-fold1,TimeToRun-fold2,TimeToRun-fold3,TimeToRun-fold4,rocAUC-fold0,rocAUC-fold1,rocAUC-fold2,rocAUC-fold3,rocAUC-fold4,F1score-fold0,F1score-fold1,F1score-fold2,F1score-fold3,F1score-fold4,Accuracy-fold0,Accuracy-fold1,Accuracy-fold2,Accuracy-fold3,Accuracy-fold4
"('RBF', '100', '0.1', 'None')",20.011446475982666,20.24357771873474,19.701505661010742,18.661492824554443,20.231465816497803,0.9837365182155442,0.9839960207122198,0.9827792069642993,0.9829914217374868,0.9828853865547801,0.9663553793015223,0.9617370581226004,0.9576192374119835,0.9549756971092351,0.965220789370848,0.9474,0.9422,0.9362,0.9296,0.9466
"('RBF', '100', '100', 'None')",40.70212745666504,39.9640736579895,40.76180553436279,40.49889540672302,44.4447546005249,0.907564507633788,0.9583909102800288,0.936062898679721,0.8760440183577645,0.9264560662063127,0.9549549549549551,0.9543133918052101,0.9375412650204674,0.9375873903648151,0.9486023444544636,0.929,0.9302,0.9054,0.9018,0.9202
"('RBF', '100', '10', 'None')",26.235942363739014,26.913904428482056,25.199075937271118,24.54033398628235,24.864773511886597,0.9629278849248925,0.9770798318809247,0.9765421193931565,0.9453078352606159,0.9705663269470347,0.9672885254280603,0.9677930306230201,0.9614771519659937,0.9527000902178115,0.9686320447741767,0.9488,0.9512,0.942,0.9266,0.9518
"('RBF', '100', '1', 'Balanced')",22.113911151885986,22.551228284835815,21.664955854415894,22.37127161026001,22.10461711883545,0.9794138246010019,0.985268827409162,0.9842678675451639,0.9762545443946284,0.9827302211152359,0.966084007304983,0.9541902452169226,0.9414654113794515,0.9601693793833532,0.9585783003741314,0.948,0.932,0.9142,0.9398,0.938
"('RBF', '100', 'auto', 'Balanced')",22.510807752609253,21.319098711013794,23.951885223388672,22.877163410186768,21.630812406539917,0.9841509634534445,0.9842811850541578,0.983306558699766,0.983401477171152,0.9836320641757084,0.962914427991089,0.9507355918477528,0.9428882240957303,0.9600105932203389,0.955499131364426,0.9434,0.927,0.916,0.9396,0.9334
"('RBF', '100', 'auto', 'None')",21.45055341720581,21.28160858154297,19.67748999595642,21.708734273910522,20.14633297920227,0.9819043907597728,0.984209837878126,0.982820137780817,0.9824930398776149,0.9825237075750332,0.9666368400869232,0.9624139756484912,0.9576192374119835,0.9547546012269938,0.9661016949152542,0.9478,0.9432,0.9362,0.9292,0.948
"('RBF', '100', 'scale', 'Balanced')",22.89569616317749,22.60036563873291,22.506229400634766,23.664673328399658,23.687371492385864,0.9792248155787421,0.9846199719592138,0.9844824716604977,0.9730694934656109,0.9824308773843233,0.9669012249152984,0.9551756629425225,0.9411282611665073,0.9593130779392338,0.9592191469447787,0.9492,0.9334,0.9138,0.9384,0.939
"('RBF', '100', 'scale', 'None')",23.21639585494995,21.545881032943726,20.89973211288452,22.526883840560913,21.77376890182495,0.9705679732573997,0.9847725382475832,0.9840270315253218,0.960588748626524,0.9769256434656962,0.9675778766687858,0.9680654526260227,0.9635713339515167,0.9552544106366659,0.9703202291070034,0.949,0.9516,0.945,0.93,0.9544
"('RBF', '100.0', '1', 'None')",23.492647886276245,21.145365953445435,21.00679349899292,22.244508981704712,21.09625220298767,0.9713256130593549,0.9849944324522855,0.9841091192954654,0.9564159874364492,0.9777061794412072,0.9676350662589195,0.9672909522553416,0.962364166445799,0.9552085999488098,0.9696811971372804,0.9492,0.9504,0.9432,0.93,0.9534
"('RBF', '10000.0', 'scale', 'None')",54.11139988899231,48.18904495239258,53.69805884361267,55.88922429084778,53.157922983169556,0.9718314699334758,0.9805556509094859,0.9810576251623665,0.9674548033677098,0.9755244457320087,0.9677748057572283,0.9687623566627127,0.9626588983050847,0.9548486403283735,0.969523313362855,0.9494,0.9526,0.9436,0.9296,0.9532
"('RBF', '10', '0.01', 'None')",20.63377070426941,21.894277572631836,21.74775004386902,20.2506742477417,22.406559705734253,0.9816931588585321,0.9814304390835343,0.9805935918170929,0.9815777572860468,0.981366020921324,0.9642257522923932,0.9576192374119835,0.9551128818061089,0.9569032258064517,0.9610423452768729,0.9446,0.9362,0.9324,0.9332,0.9402
"('RBF', '10', '0.1', 'None')",20.068787813186646,20.681843757629395,21.488447189331055,19.515105724334717,20.44061851501465,0.9831314602424677,0.982946230030924,0.9820937853904574,0.9827858419804906,0.9825737103106089,0.9659426808893458,0.960106030483764,0.9575033200531208,0.9560312780412767,0.9639087947882736,0.947,0.9398,0.936,0.9314,0.9446
"('RBF', '10', '100', 'None')",33.803778409957886,33.769631147384644,34.35807943344116,32.62410497665405,33.60674047470093,0.9254113122701679,0.9661697717271782,0.9570861871836343,0.886618458103243,0.9540012951381196,0.9606698807409287,0.962360655737705,0.9491614947841014,0.9402663284717818,0.9584516129032258,0.938,0.9426,0.923,0.9058,0.9356
"('RBF', '10', '10', 'None')",22.003636360168457,21.649063110351562,19.57502055168152,20.762154579162598,19.937270641326904,0.9532265672914503,0.9771195439883386,0.9790092752396148,0.9269041410961663,0.9695454190767387,0.9683085147002672,0.9680485872722472,0.963296674175169,0.9553502694380293,0.9705003248862899,0.9502,0.9516,0.9446,0.9304,0.9546
"('RBF', '10', '1', 'Balanced')",22.712321281433105,22.713651418685913,22.811898946762085,20.18116784095764,20.404337406158447,0.9793448649456077,0.9848699114375132,0.9835098559597079,0.9793477358403907,0.9831253099945377,0.9648503854697504,0.9519827353655247,0.9425537707595971,0.9604549662743023,0.9573928142112995,0.9462,0.9288,0.9156,0.9402,0.9362
"('RBF', '10', 'auto', 'Balanced')",22.11125898361206,22.689150094985962,21.78022003173828,20.78847622871399,21.645235538482666,0.9835981407010653,0.9832008811151879,0.982444976318922,0.9830282980204281,0.9829968276291348,0.9629241451591772,0.9494594594594595,0.9439544035825757,0.9598515966609249,0.9574950033311127,0.9434,0.9252,0.9174,0.9394,0.9362
